Entity,Label,Source_URL
1 year,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Alabama,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Maine,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1820 – July 3, 1822",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
2 years,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Missouri,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1822",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1836 1831",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
14 years,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Arkansas,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1836",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1837",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Michigan,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1837 –",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1845",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
8 years,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
7–6–7–7,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Florida,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1845",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1846",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Texas,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1846",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1847 | 1 year",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Diamond,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Iowa,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1847 – July 3, 1848",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Wisconsin,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1848 – July 3, 1851",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
3 years,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
California,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1851 –",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1858 |",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
7 years,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Minnesota,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1858",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1859",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Oregon,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1859",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1861",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Kansas,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1861",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1863",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
West Virginia,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1863 –",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1865",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Wagon,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Nevada,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1865 – July 3, 1867",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Nebraska,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1867",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1877 | 10 years",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Colorado,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1877 – July 3, 1890 | 13 years",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
North Dakota,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
South Dakota,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Montana,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Idaho,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1890 –",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1891",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Wyoming,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1891",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1896 | 5 years",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Utah,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1896 – July 3, 1908",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
12 years,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Oklahoma,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1908 –",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 3, 1912",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
4 years,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"New Mexico,[86",ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Arizona,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1912 – July 3, 1959",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1959 – July 3, 1960",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1960",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
65 years,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the United States's,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1919,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
William Norman Guthrie's,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the United States Constitution,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Testi,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
2010,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Charles Thomson,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1782,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the United States of America,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Red,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Blue,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
perseverance & justice.[93,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1865,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1986,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Ronald Reagan,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1947,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Federal Specification,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
2005,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
D/12,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
The Color Association of the United States,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
70001,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
2002,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the California Military Department,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
PMS,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
281C.,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
RGB,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
CMYK,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
PMS 193C,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Stockholm,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
2001,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the U.S. Government Printing Office,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
186C,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the U.S. Government Printing,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Pantone Matching System,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
The U.S. Millennium Challenge Corporation,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
The United States Department of State,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Color,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the State Department Bureau of Educational and Cultural Affairs,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Adobe InDesign.[114,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Taylor,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Knoche,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Granville,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1950,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Army,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Air Force,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Marine Corps,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Coast Guard,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1835,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1895,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1925,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Army Institute of Heraldry,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the court.[117][118] Federal,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
year-round,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Veterans Day,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
' Day,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Memorial Day,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Warsaw,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
September 1939,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
The NASA Vehicle Assembly Building,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1977,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
VAB,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Bicentennial Star,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Chicago,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
The Star-Spangled Banner,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
NFL,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Robert F. Kennedy Department of Justice Building,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
The United States Flag Code,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1908,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
King Edward,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Martin Sheridan,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
unclear.[121][122,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
The American Legion,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
The Boy Scouts of America,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Flag Desecration Amendment,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
John Glenn's,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1962,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Mercury,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Gemini,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Apollo Command/Service Module,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Apollo Lunar Module,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Space,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the S-IC,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Apollo,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Gemini,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Space Shuttle,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the left.[130] Several U.S.,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the United States Air Force,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Boy Scouts of America,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Boy Scout,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Gemini 4,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Apollo 1,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the United States Army's,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
ACU,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Neil Armstrong's,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1926,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Casimir Pulaski,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1931,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1957",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Scott,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1907,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Eben Appleton,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
George Armistead,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Fort McHenry,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1814,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Smithsonian Institution,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Appleton,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1994,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the National Museum of American History,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1998,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"November 21, 2008",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Baltimore,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Fort McHenry National Monument and Historic,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Arlington,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Lexington,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
The White House,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Washington Monument,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
U.S. Customs and Border Protection Ports,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the year 1863,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Gettysburg,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the National Memorial Arch,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Valley Forge,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
New Mexico,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1918,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Deadwood,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"Terminal A, Gate 17",ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"Terminal C, Gate 19",ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
September 11,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Colton,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 4, 1917",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Ascent Stage,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Command Module Columbia,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Particular days,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
January,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Monday of the month,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Martin Luther King Jr. Day,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
every four years,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the 21st if the 20th,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Sunday,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
February,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Lincoln,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the third Monday,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
March,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
April,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Saturday,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Armed Forces Day,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
last Monday,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
June,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
14 (Flag Day,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
July,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
September,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
last Sunday,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Gold Star Mother's,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
October,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Monday,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
fourth Thursday,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
December,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Christmas Day,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"March 1, 1954",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
May 15,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the National Fallen Firefighters Memorial,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
December 7,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
National Pearl Harbor Remembrance,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
30 days,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
10 days,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Supreme Court,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the House of Representatives,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the day,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Cabinet,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Senate,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
House of Representatives,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"the Commonwealth of Puerto Rico
Desecration",ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
The United States Supreme Court,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Johnson,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
U.S. 397,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1989,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Eichman,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1990,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Rage Against the Machine,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"the April 13, 1996",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Steve Forbes,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
show.[162,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
2020,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Donald Trump,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Samuel Alito,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Trump,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"February 22, 2025",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Trump,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"March 1, 2025",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Flag Code,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Air Force,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1775,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Manchester Company of,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Concord,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"April 19, 1775",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
day,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Union Jack,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Samuel Forster,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Manchester Company,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the American Flag Heritage Foundation,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1975,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
two hundred years,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
April 2014,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the 1st Battalion of Westmoreland County,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1774,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Hanna,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Westmoreland County,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
May 1775,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
John Proctor,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the 1st,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Trenton,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Princeton,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the fall of 1775,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the United Company of the Train of Artillery,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1810,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Alexander Craig,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Craig,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Pennsylvania State Library,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Pennsylvania Regiment,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Independence National Historical Park,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Chester County Militia.[180][non,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"September 11, 1777",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
less than three months,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the British 33rd Regiment,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
William Dansey,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Newark,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
England,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1927,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Delaware Historical Society,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the united colonies,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Division,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the First Pennsylvania Regiment,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the First Pennsylvania Rifles,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Continental Congress,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Boston,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Brandywine,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Monmouth,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
November 1783,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Paris,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
The Third New York,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
five-month,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
later that year,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Third New York,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Canada,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
White Plains,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1780,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1778,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
The following year,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Peter Gansevoort,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the United States.[188] Details,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Bennington,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the Bennington Museum,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Millard Fillmore,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
The Bennington Museum,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
between 1812 and 1820,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1824,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Driver,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Nashville,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1853,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"July 14, 1853",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Uraga,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Japan,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1855,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the US Naval Academy,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1913,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Amelia Fowler,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Nearly a century,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1945,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"September 2, 1945",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
2021,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
the U.S. Naval Academy,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Fort Sumter,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
April 1861,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Four years,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
fort,GPE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
"April 14, 1865",DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Later that day,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Guidon,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
U.S. Cavalry,ORG,https://en.wikipedia.org/wiki/Flag_of_the_United_States
George A. Custer,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
Ferdinand Culbertson,PERSON,https://en.wikipedia.org/wiki/Flag_of_the_United_States
1961,DATE,https://en.wikipedia.org/wiki/Flag_of_the_United_States
